duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
405,tcp,private,RSTR,41153,19199,0,3,2,26,2,1,8,1,0,18,4,2,1,0,0,0,80,324,0.849,0.274,0.341,0.51,0.001,0.38,0.303,98,104,0.486,0.013,0.013,0.341,0.693,0.086,0.557,0.422
251,icmp,private,SF,48589,10868,1,1,0,18,1,1,18,0,0,10,2,2,3,0,0,1,306,432,0.529,0.172,0.423,0.194,0.932,0.673,0.639,226,54,0.485,0.128,0.472,0.985,0.734,0.087,0.453,0.2
382,udp,private,S0,48014,39560,0,1,1,9,4,1,6,1,1,1,3,0,4,0,0,0,479,327,0.841,0.854,0.769,0.975,0.893,0.741,0.205,190,159,0.843,0.185,0.585,0.386,0.564,0.914,0.735,0.525
437,tcp,private,S0,22077,32265,0,3,3,6,0,0,5,1,0,7,1,1,4,0,0,1,453,453,0.882,0.869,0.542,0.181,0.019,0.649,0.343,146,181,0.104,0.993,0.834,0.096,0.046,0.517,0.544,0.893
475,udp,domain_u,RSTR,58195,39169,0,0,3,24,0,0,5,1,1,18,0,2,4,0,0,1,245,236,0.891,0.687,0.357,0.775,0.948,0.559,0.643,115,178,0.632,0.614,0.61,0.502,0.521,0.056,0.573,0.867
456,icmp,private,REJ,26498,26038,0,3,2,16,2,1,8,1,0,11,6,1,0,0,0,0,303,253,0.975,0.818,0.6,0.316,0.911,0.741,0.768,150,50,0.355,0.791,0.698,0.85,0.787,0.552,0.658,0.538
195,tcp,ftp_data,S1,57580,38650,0,0,0,10,2,0,9,0,1,9,1,0,2,0,0,1,121,242,0.437,0.424,0.565,0.705,0.087,0.989,0.445,220,36,0.277,0.615,0.41,0.81,0.237,0.476,0.245,0.081
266,tcp,eco_i,S0,5263,33664,1,2,3,14,2,0,6,1,0,9,4,0,0,0,0,0,87,345,0.561,0.046,0.787,0.933,0.406,0.885,0.896,7,219,0.645,0.806,0.661,0.182,0.543,0.29,0.068,0.537
25,tcp,private,S0,7335,17138,0,2,2,10,0,1,8,1,1,9,9,2,2,0,0,0,402,405,0.852,0.945,0.289,0.994,0.7,0.132,0.266,143,52,0.684,0.131,0.97,0.766,0.583,0.91,0.946,0.264
101,udp,smtp,SF,46710,12074,1,2,0,8,2,0,15,1,1,10,9,1,2,0,0,1,98,64,0.172,0.53,0.914,0.93,0.834,0.725,0.096,54,136,0.364,0.188,0.041,0.543,0.416,0.926,0.368,0.853
465,tcp,private,RSTR,23191,40095,1,0,2,22,4,0,9,0,0,19,9,0,4,0,0,1,254,190,0.06,0.162,0.45,0.806,0.604,0.491,0.328,107,165,0.832,0.622,0.195,0.448,0.937,0.503,0.306,0.523
167,icmp,private,S0,49632,24459,1,2,1,7,1,1,5,1,0,5,7,2,3,0,0,1,428,457,0.978,0.95,0.925,0.776,0.396,0.977,0.749,74,92,0.941,0.719,0.872,0.908,0.439,0.487,0.947,0.32
221,udp,ftp_data,S0,18441,48465,0,3,0,16,3,1,3,1,1,7,7,0,1,0,0,1,271,193,0.049,0.035,0.779,0.001,0.809,0.555,0.357,248,89,0.465,0.582,0.375,0.278,0.513,0.467,0.62,0.102
221,udp,private,SF,5438,26278,0,2,0,15,1,1,13,0,1,3,4,1,4,0,0,1,359,264,0.129,0.01,0.968,0.46,0.826,0.191,0.817,149,148,0.24,0.964,0.524,0.154,0.451,0.871,0.12,0.405
365,tcp,http,S0,33762,4432,1,3,0,22,1,0,18,1,0,7,0,0,1,0,0,1,1,113,0.912,0.761,0.98,0.373,0.485,0.795,0.233,204,104,0.263,0.15,0.068,0.208,0.487,0.066,0.727,0.98
228,icmp,private,SF,26649,27479,1,0,3,16,1,1,9,1,1,7,8,2,0,0,0,0,480,215,0.067,0.124,0.143,0.061,0.673,0.003,0.337,65,97,0.919,0.802,0.41,0.006,0.341,0.957,0.998,0.784
395,udp,eco_i,S1,31768,51621,1,0,0,17,5,1,7,0,1,12,2,2,0,0,0,1,163,146,0.18,0.029,0.804,0.703,0.173,0.581,0.411,150,136,0.545,0.462,0.586,0.702,0.987,0.54,0.806,0.27
180,tcp,eco_i,REJ,28280,35833,0,1,2,19,5,1,1,0,0,11,3,2,4,0,0,0,447,302,0.484,0.209,0.33,0.919,0.994,0.892,0.431,203,125,0.592,0.322,0.157,0.664,0.956,0.484,0.675,0.616
331,icmp,ftp_data,SF,50596,2519,1,0,1,23,2,1,9,0,1,18,2,0,2,0,0,0,215,284,0.453,0.031,0.502,0.073,0.815,0.334,0.63,248,189,0.036,0.129,0.015,0.595,0.733,0.178,0.989,0.052
469,udp,private,S0,8969,48372,1,3,0,5,4,1,7,0,0,3,1,0,1,0,0,0,501,511,0.924,0.823,0.733,0.76,0.995,0.547,0.028,255,172,0.444,0.595,0.542,0.681,0.382,0.645,0.603,0.784
198,icmp,private,RSTR,10136,19860,1,1,3,22,2,1,1,0,1,9,8,1,0,0,0,0,500,107,0.136,0.04,0.439,0.447,0.975,0.06,0.016,222,128,0.328,0.824,0.376,0.297,0.022,0.981,0.019,0.283
326,icmp,eco_i,REJ,28819,14802,0,3,3,22,2,0,13,1,1,15,3,1,0,0,0,0,342,405,0.708,0.373,0.974,0.477,0.219,0.59,0.211,39,188,0.086,0.314,0.639,0.094,0.034,0.144,0.479,0.734
190,tcp,smtp,RSTR,4193,17201,0,2,1,16,3,0,13,0,0,3,0,0,4,0,0,1,252,70,0.147,0.192,0.331,0.926,0.706,0.674,0.652,86,57,0.397,0.858,0.888,0.912,0.512,0.349,0.499,0.043
400,icmp,ftp_data,S0,36635,23467,1,2,0,9,4,1,3,1,1,4,10,0,0,0,0,1,405,490,0.132,0.08,0.032,0.046,0.832,0.098,0.736,120,128,0.247,0.023,0.444,0.079,0.933,0.899,0.36,0.237
305,icmp,smtp,REJ,28373,8295,0,3,2,11,4,0,5,0,1,6,4,0,3,0,0,1,282,115,0.018,0.151,0.242,0.04,0.666,0.016,0.758,237,37,0.848,0.441,0.219,0.446,0.8,0.501,0.028,0.176
234,tcp,domain_u,SF,53242,45154,1,2,2,21,5,0,20,0,1,7,0,2,1,0,0,1,44,29,0.844,0.698,0.222,0.497,0.913,0.34,0.908,213,22,0.66,0.166,0.153,0.471,0.205,0.362,0.843,0.864
316,udp,smtp,RSTR,11330,31779,0,0,0,12,3,0,10,1,0,4,3,1,3,0,0,1,118,249,0.271,0.252,0.74,0.571,0.306,0.476,0.637,19,222,0.851,0.647,0.652,0.957,0.466,0.795,0.763,0.686
377,tcp,private,REJ,6551,11750,1,1,0,16,5,0,4,0,1,3,2,2,4,0,0,0,396,182,0.768,0.083,0.669,0.499,0.975,0.748,0.886,85,75,0.446,0.504,0.655,0.126,0.762,0.561,0.211,0.526
5,icmp,domain_u,REJ,16610,2774,0,1,0,19,2,1,7,1,0,0,5,0,3,0,0,1,272,441,0.001,0.015,0.201,0.241,0.654,0.019,0.936,50,49,0.493,0.194,0.317,0.896,0.044,0.596,0.257,0.323
296,tcp,private,S0,40106,9401,0,0,3,0,0,1,0,1,0,1,4,1,2,0,0,1,315,333,0.875,0.999,0.723,0.129,0.839,0.158,0.703,8,155,0.064,0.239,0.114,0.993,0.983,0.527,0.589,0.999
331,icmp,private,S0,19092,28641,0,2,2,20,5,0,14,1,0,1,3,0,0,0,0,0,347,375,0.808,0.922,0.737,0.15,0.141,0.633,0.372,89,125,0.706,0.608,0.795,0.762,0.331,0.659,0.672,0.225
405,tcp,private,S0,29964,50995,0,2,1,3,0,0,4,0,1,11,0,0,2,0,0,0,422,494,0.82,0.958,0.216,0.273,0.341,0.272,0.755,64,253,0.105,0.506,0.337,0.426,0.385,0.769,0.942,0.995
119,udp,private,S0,14645,36631,0,2,2,11,4,0,12,0,1,2,5,2,4,0,0,0,373,395,0.825,0.865,0.759,0.09,0.347,0.186,0.466,127,16,0.699,0.764,0.053,0.954,0.251,0.351,0.564,0.016
173,icmp,private,REJ,16987,9655,0,0,1,9,0,1,0,0,0,6,4,2,4,0,0,1,202,81,0.094,0.088,0.865,0.382,0.8,0.172,0.861,178,219,0.098,0.847,0.025,0.284,0.025,0.896,0.439,0.581
426,tcp,smtp,REJ,56728,42913,0,3,0,28,3,1,13,0,1,5,7,2,4,0,0,0,429,288,0.502,0.097,0.572,0.115,0.439,0.405,0.686,165,62,0.722,0.915,0.621,0.64,0.04,0.676,0.841,0.092
122,icmp,smtp,SF,18416,39629,0,3,1,8,5,0,9,1,1,8,10,0,4,0,0,1,145,445,0.616,0.718,0.827,0.474,0.525,0.814,0.547,18,218,0.01,0.9,0.925,0.834,0.344,0.378,0.416,0.085
368,udp,eco_i,REJ,14663,27465,1,0,0,15,3,0,3,1,1,1,1,2,0,0,0,0,116,137,0.686,0.673,0.778,0.561,0.067,0.577,0.45,252,22,0.591,0.187,0.397,0.609,0.4,0.762,0.779,0.872
314,udp,ftp_data,SF,45094,14768,0,2,2,12,1,1,1,0,1,8,6,1,0,0,0,0,271,511,0.071,0.362,0.73,0.859,0.237,0.688,0.728,27,151,0.184,0.207,0.06,0.11,0.768,0.693,0.386,0.944
327,icmp,private,S0,59624,22943,1,0,0,7,4,0,9,0,1,4,6,1,2,0,0,0,364,486,0.916,0.958,0.288,0.515,0.783,0.599,0.324,113,225,0.397,0.411,0.799,0.163,0.512,0.42,0.378,0.735
324,icmp,ftp_data,S1,59962,53046,0,1,1,0,3,0,1,1,1,1,8,1,4,0,0,1,294,133,0.898,0.752,0.508,0.029,0.215,0.146,0.638,240,142,0.692,0.534,0.76,0.861,0.42,0.843,0.093,0.23
226,udp,private,S0,48993,38571,0,0,3,20,5,0,2,1,1,10,8,0,1,0,0,0,357,327,0.974,0.807,0.176,0.949,0.034,0.214,0.012,149,208,0.839,0.795,0.201,0.926,0.689,0.913,0.491,0.399
86,icmp,http,SF,57765,25588,1,1,2,22,3,1,3,1,1,6,1,2,4,0,0,1,488,211,0.143,0.014,0.811,0.571,0.727,0.076,0.378,30,128,0.805,0.774,0.163,0.04,0.725,0.388,0.584,0.093
462,udp,private,S0,37926,1933,1,0,0,10,4,1,0,0,1,1,8,0,4,0,0,0,444,511,0.964,0.895,0.466,0.297,0.056,0.548,0.668,15,28,0.332,0.667,0.343,0.086,0.617,0.636,0.255,0.907
253,udp,smtp,S0,31424,57571,0,1,3,9,4,0,14,1,1,7,0,1,4,0,0,1,33,497,0.9,0.194,0.085,0.104,0.647,0.899,0.11,175,55,0.534,0.217,0.626,0.856,0.838,0.629,0.992,0.99
386,udp,ftp_data,SF,27841,12588,0,3,3,7,0,1,6,0,0,2,10,0,4,0,0,1,510,15,0.073,0.123,0.897,0.425,0.946,0.128,0.09,161,216,0.989,0.011,0.871,0.525,0.677,0.459,0.328,0.972
332,udp,private,S0,445,25211,0,0,0,0,0,1,11,0,0,3,5,2,1,0,0,0,362,73,0.479,0.648,0.302,0.209,0.548,0.816,0.596,196,188,0.506,0.847,0.012,0.46,0.671,0.257,0.867,0.48
26,udp,eco_i,S0,3261,54124,0,0,2,8,3,1,1,1,1,8,2,2,2,0,0,1,107,417,0.075,0.112,0.084,0.778,0.956,0.119,0.842,113,236,0.704,0.043,0.007,0.475,0.881,0.781,0.636,0.523
162,udp,eco_i,RSTR,31982,13169,1,1,3,12,0,0,11,0,0,0,5,2,1,0,0,0,338,359,0.578,0.199,0.448,0.479,0.623,0.991,0.535,220,174,0.49,0.066,0.075,0.302,0.775,0.769,0.193,0.305
159,icmp,ftp_data,S1,10599,14495,0,1,3,2,5,1,12,0,1,2,9,1,2,0,0,1,403,471,0.432,0.307,0.687,0.979,0.457,0.621,0.869,35,29,0.535,0.039,0.222,0.185,0.792,0.333,0.456,0.641
499,udp,smtp,S1,34220,42444,0,1,0,15,4,1,7,0,1,15,10,1,3,0,0,0,254,22,0.113,0.041,0.908,0.585,0.842,0.186,0.389,209,17,0.044,0.046,0.268,0.32,0.907,0.882,0.013,0.896
500,icmp,private,S0,44345,8585,0,2,0,11,2,1,3,1,0,3,10,1,2,0,0,1,333,333,0.802,0.82,0.57,0.909,0.023,0.701,0.865,240,80,0.076,0.345,0.023,0.794,0.367,0.538,0.46,0.091
347,icmp,private,S0,3751,52352,1,2,3,3,3,0,13,1,1,15,1,0,1,0,0,0,301,363,0.976,0.827,0.029,0.185,0.818,0.883,0.79,164,129,0.134,0.249,0.228,0.339,0.124,0.4,0.882,0.577
484,tcp,ftp_data,RSTR,55379,25234,1,3,2,2,3,0,9,0,0,1,10,2,3,0,0,1,490,60,0.937,0.744,0.822,0.358,0.711,0.512,0.041,216,236,0.682,0.23,0.387,0.181,0.631,0.848,0.178,0.404
423,udp,private,S0,46777,39487,0,3,3,14,3,1,6,1,1,4,6,0,3,0,0,0,312,433,0.958,0.884,0.616,0.221,0.065,0.743,0.088,197,163,0.408,0.879,0.566,0.711,0.167,0.67,0.311,0.153
313,udp,eco_i,SF,45978,57226,0,0,1,15,4,0,18,1,1,19,9,1,0,0,0,0,368,484,0.155,0.648,0.858,0.992,0.333,0.07,0.954,29,123,0.231,0.596,0.069,0.577,0.881,0.714,0.657,0.847
361,tcp,smtp,SF,33000,47621,0,2,0,18,3,1,20,1,0,8,3,2,1,0,0,0,48,293,0.653,0.996,0.427,0.439,0.301,0.751,0.746,119,72,0.661,0.379,0.829,0.365,0.719,0.883,0.178,0.417
435,icmp,private,S0,34028,3324,0,1,2,20,0,1,11,0,1,5,2,0,2,0,0,0,370,305,0.867,0.892,0.992,0.97,0.328,0.683,0.62,97,26,0.79,0.598,0.064,0.548,0.038,0.744,0.138,0.773
400,icmp,ftp_data,SF,21284,21219,1,3,0,25,4,0,10,0,1,1,5,2,4,0,0,1,135,396,0.243,0.902,0.364,0.415,0.68,0.367,0.291,166,132,0.539,0.486,0.332,0.746,0.258,0.242,0.679,0.845
78,udp,ftp_data,REJ,40636,9723,0,0,2,15,0,0,4,0,1,6,7,1,1,0,0,0,453,2,0.145,0.845,0.847,0.027,0.935,0.882,0.852,251,188,0.344,0.546,0.036,0.624,0.968,0.329,0.507,0.808
45,tcp,ftp_data,REJ,18742,13469,0,1,2,6,2,1,14,1,1,3,4,2,1,0,0,0,401,117,0.147,0.113,0.227,0.598,0.878,0.172,0.379,150,180,0.887,0.235,0.415,0.706,0.314,0.919,0.51,0.879
430,icmp,ftp_data,SF,53447,20547,1,3,3,25,5,0,3,0,1,2,1,2,0,0,0,1,398,307,0.507,0.498,0.381,0.281,0.826,0.361,0.657,137,25,0.899,0.135,0.289,0.245,0.162,0.871,0.665,0.991
205,icmp,ftp_data,REJ,43597,45641,0,3,1,9,2,0,2,1,0,8,2,0,2,0,0,1,37,495,0.048,0.036,0.49,0.916,0.325,0.015,0.036,50,232,0.198,0.558,0.973,0.469,0.008,0.824,0.042,0.49
191,tcp,private,S0,53506,52157,0,2,2,4,0,1,13,0,1,9,1,2,2,0,0,0,379,335,0.903,0.905,0.386,0.265,0.248,0.912,0.767,128,218,0.972,0.029,0.988,0.839,0.867,0.807,0.67,0.07
408,tcp,private,S0,18460,30142,1,1,0,23,1,0,9,0,0,3,10,2,1,0,0,1,395,335,0.954,0.965,0.175,0.835,0.716,0.905,0.837,202,29,0.658,0.592,0.82,0.56,0.263,0.462,0.702,0.577
253,udp,private,S0,26894,54112,1,1,1,23,4,0,0,0,1,9,3,0,2,0,0,1,360,465,0.921,0.992,0.332,0.672,0.997,0.584,0.47,100,206,0.947,0.152,0.065,0.773,0.941,0.07,0.818,0.235
133,icmp,private,S0,55878,50228,0,3,2,10,1,1,9,0,1,9,8,0,2,0,0,1,504,394,0.801,0.876,0.096,0.311,0.95,0.244,0.438,186,61,0.059,0.462,0.911,0.103,0.162,0.615,0.779,0.607
168,udp,ftp_data,SF,58927,29790,1,2,1,24,2,1,6,1,1,15,4,2,4,0,0,0,80,478,0.187,0.345,0.317,0.376,0.163,0.742,0.426,121,101,0.758,0.515,0.822,0.142,0.573,0.861,0.185,0.919
109,tcp,private,S0,53059,44064,1,2,3,8,3,0,3,1,0,8,10,1,2,0,0,1,501,340,0.831,0.825,0.016,0.409,0.406,0.524,0.378,213,135,0.441,0.785,0.439,0.053,0.548,0.572,0.792,0.53
134,icmp,ftp_data,S0,41924,3666,0,0,2,12,4,0,11,0,1,11,0,2,2,0,0,1,34,16,0.386,0.725,0.991,0.032,0.538,0.564,0.943,124,47,0.239,0.308,0.573,0.8,0.289,0.4,0.582,0.725
293,icmp,smtp,S1,7460,6485,0,3,3,12,3,0,0,0,0,6,1,1,1,0,0,1,63,414,0.759,0.212,0.445,0.493,0.797,0.725,0.632,136,241,0.779,0.14,0.942,0.638,0.993,0.732,0.584,0.95
103,icmp,private,S0,28050,56197,1,3,3,21,5,1,9,0,0,0,5,2,1,0,0,1,337,322,0.839,0.942,0.88,0.184,0.673,0.71,0.469,34,75,0.502,0.043,0.88,0.338,0.569,0.314,0.213,0.28
108,tcp,private,SF,29459,11319,0,0,2,19,3,0,4,1,1,7,5,2,1,0,0,1,202,306,0.891,0.646,0.526,0.618,0.526,0.187,0.122,100,130,0.229,0.675,0.833,0.153,0.514,0.519,0.484,0.864
8,udp,private,S0,45583,11231,1,1,0,23,5,0,7,1,1,10,9,1,3,0,0,0,353,503,0.998,0.932,0.703,0.279,0.711,0.569,0.58,208,201,0.479,0.733,0.427,0.677,0.808,0.829,0.093,0.37
444,icmp,private,SF,37974,32209,0,2,2,12,3,0,0,1,0,11,0,2,4,0,0,0,362,55,0.462,0.786,0.766,0.042,0.85,0.765,0.675,26,99,0.053,0.692,0.276,0.997,0.487,0.421,0.788,0.019
14,icmp,eco_i,SF,9064,28231,0,3,3,19,4,1,11,0,0,4,0,0,1,0,0,1,151,122,0.021,0.003,0.744,0.042,0.9,0.01,0.2,238,188,0.176,0.933,0.601,0.741,0.239,0.302,0.436,0.974
197,icmp,eco_i,REJ,4343,10878,0,2,3,2,3,1,14,0,0,7,9,1,2,0,0,1,154,24,0.16,0.21,0.534,0.19,0.584,0.586,0.871,178,138,0.127,0.658,0.014,0.605,0.258,0.557,0.98,0.468
410,tcp,private,S1,36248,10502,0,2,3,15,3,0,1,0,0,12,8,1,3,0,0,1,342,341,0.71,0.788,0.605,0.114,0.396,0.77,0.614,99,235,0.993,0.088,0.954,0.739,0.089,0.939,0.57,0.966
203,udp,private,S0,964,37512,1,1,0,11,0,0,9,1,0,14,8,0,3,0,0,0,385,509,0.949,0.997,0.894,0.715,0.501,0.179,0.256,28,38,0.478,0.602,0.356,0.81,0.121,0.535,0.876,0.88
205,udp,ftp_data,RSTR,32013,52253,0,2,0,23,4,1,15,0,0,2,2,1,1,0,0,1,48,27,0.842,0.962,0.365,0.345,0.759,0.722,0.528,209,38,0.92,0.522,0.015,0.035,0.456,0.105,0.298,0.372
53,tcp,ftp_data,SF,23971,38036,1,3,3,14,1,0,1,0,0,13,2,0,3,0,0,1,7,492,0.846,0.536,0.661,0.795,0.812,0.869,0.477,129,185,0.74,0.614,0.259,0.334,0.195,0.352,0.002,0.515
57,udp,domain_u,S0,43839,58441,1,1,0,13,1,1,9,0,0,4,2,0,0,0,0,1,181,322,0.068,0.053,0.337,0.65,0.613,0.028,0.32,53,102,0.696,0.299,0.836,0.653,0.28,0.681,0.991,0.135
499,icmp,ftp_data,RSTR,19907,16827,1,3,0,11,0,0,4,1,1,6,2,2,0,0,0,0,6,248,0.595,0.745,0.34,0.916,0.26,0.569,0.457,46,228,0.784,0.859,0.861,0.768,0.123,0.857,0.786,0.321
373,tcp,domain_u,RSTR,28154,31881,0,2,1,18,2,1,8,1,1,10,6,1,2,0,0,0,21,81,0.815,0.649,0.919,0.898,0.868,0.837,0.763,195,144,0.399,0.282,0.211,0.283,0.371,0.387,0.917,0.87
113,icmp,eco_i,RSTR,2467,19850,1,0,3,14,5,0,9,1,1,6,5,2,1,0,0,1,209,330,0.726,0.099,0.79,0.233,0.598,0.922,0.547,173,33,0.512,0.548,0.724,0.445,0.035,0.529,0.832,0.86
71,udp,eco_i,S1,13713,41244,0,3,2,28,5,0,12,1,0,20,9,1,2,0,0,0,210,482,0.884,0.577,0.462,0.849,0.205,0.342,0.622,140,245,0.2,0.31,0.864,0.145,0.553,0.193,0.323,0.366
20,icmp,private,S0,45960,2611,1,1,1,19,5,0,1,0,0,15,7,1,0,0,0,0,331,352,0.814,0.816,0.09,0.456,0.752,0.275,0.739,22,240,0.228,0.82,0.378,0.053,0.945,0.381,0.487,0.705
469,udp,private,S0,8226,21784,1,1,1,14,5,0,10,0,1,13,7,1,0,0,0,0,352,302,0.995,0.868,0.012,0.031,0.003,0.746,0.412,40,13,0.794,0.016,0.464,0.142,0.174,0.724,0.127,0.737
413,tcp,private,RSTR,16654,5716,0,3,2,22,2,1,12,1,1,5,6,2,4,0,0,1,173,1,0.008,0.027,0.214,0.249,0.601,0.024,0.62,145,253,0.8,0.995,0.427,0.571,0.181,0.499,0.864,0.107
170,udp,ftp_data,RSTR,54958,58097,1,2,1,16,4,0,13,0,0,11,6,1,1,0,0,0,343,114,0.867,0.103,0.807,0.258,0.192,0.459,0.118,112,175,0.071,0.724,0.746,0.199,0.709,0.243,0.064,0.256
388,icmp,private,S0,19401,9890,1,1,0,25,2,1,10,1,0,5,5,2,4,0,0,1,306,9,0.22,0.971,0.46,0.212,0.578,0.002,0.958,129,64,0.546,0.099,0.692,0.406,0.654,0.114,0.21,0.613
381,icmp,http,SF,24067,51128,1,1,2,13,2,1,13,1,1,11,4,1,1,0,0,0,103,36,0.149,0.008,0.893,0.522,0.899,0.015,0.753,92,247,0.976,0.448,0.747,0.234,0.058,0.876,0.188,0.332
182,udp,private,S0,35185,6496,0,3,1,21,1,0,15,1,1,7,3,0,0,0,0,1,468,454,0.946,0.938,0.51,0.738,0.693,0.092,0.008,217,92,0.289,0.845,0.726,0.216,0.385,0.712,0.903,0.461
33,tcp,private,S0,31328,53272,1,1,2,24,0,0,15,0,0,9,8,1,4,0,0,0,363,390,0.966,0.823,0.577,0.064,0.974,0.942,0.184,217,35,0.776,0.666,0.894,0.57,0.98,0.678,0.711,0.814
379,icmp,eco_i,SF,52624,7679,1,3,2,17,0,1,8,1,0,6,9,2,0,0,0,1,377,408,0.878,0.766,0.513,0.49,0.204,0.65,0.895,95,42,0.131,0.231,0.928,0.308,0.364,0.881,0.284,0.633
218,tcp,domain_u,S1,52834,324,0,2,0,26,0,0,10,1,1,17,0,0,4,0,0,1,39,275,0.815,0.824,0.129,0.516,0.09,0.533,0.138,159,241,0.594,0.474,0.686,0.454,0.395,0.57,0.294,0.88
328,tcp,smtp,RSTR,7306,57103,1,2,0,2,5,0,13,1,0,0,0,1,1,0,0,1,123,269,0.29,0.258,0.517,0.623,0.668,0.226,0.216,200,222,0.534,0.877,0.268,0.088,0.406,0.491,0.284,0.947
251,tcp,eco_i,RSTR,28919,30258,1,2,3,3,5,1,5,0,1,5,4,1,4,0,0,0,41,317,0.558,0.38,0.696,0.994,0.504,0.938,0.875,216,92,0.824,0.299,0.804,0.46,0.963,0.482,0.608,0.675
61,udp,private,S0,17357,54063,0,3,0,13,5,0,7,0,1,1,6,2,0,0,0,1,434,389,0.943,0.833,0.673,0.679,0.325,0.5,0.79,76,114,0.806,0.655,0.023,0.402,0.201,0.677,0.552,0.837
478,tcp,private,S0,5303,26208,1,2,3,15,5,1,12,0,0,8,0,1,2,0,0,1,464,405,0.878,0.952,0.035,0.527,0.242,0.217,0.949,52,217,0.777,0.677,0.171,0.666,0.726,0.924,0.342,0.995
282,icmp,domain_u,S1,14268,7251,1,3,1,21,1,1,16,0,0,20,8,2,2,0,0,1,234,274,0.791,0.866,0.687,0.634,0.538,0.294,0.948,30,222,0.085,0.044,0.633,0.931,0.803,0.328,0.95,0.624
299,udp,private,S0,41106,1142,1,3,0,23,0,1,8,0,1,11,7,1,1,0,0,1,406,461,0.893,0.962,0.168,0.433,0.171,0.176,0.031,75,38,0.584,0.752,0.485,0.554,0.54,0.745,0.992,0.924
485,udp,smtp,RSTR,34630,4857,1,2,0,24,2,0,10,1,0,9,5,0,2,0,0,1,491,142,0.1,0.983,0.952,0.465,0.68,0.672,0.894,152,18,0.717,0.815,0.419,0.818,0.324,0.702,0.179,0.013
59,udp,eco_i,REJ,48903,51439,1,3,1,12,5,1,13,1,1,3,6,0,2,0,0,0,92,116,0.047,0.069,0.158,0.197,0.95,0.013,0.663,18,69,0.615,0.038,0.812,0.687,0.253,0.521,0.218,0.013
478,tcp,ftp_data,S0,36618,14467,1,2,0,0,4,1,13,0,1,5,0,0,4,0,0,1,215,176,0.023,0.041,0.215,0.31,0.751,0.109,0.867,127,189,0.718,0.744,0.919,0.741,0.308,0.381,0.89,0.546
322,tcp,private,S0,6524,59665,0,1,3,18,5,0,3,1,0,15,7,0,2,0,0,0,387,456,0.849,0.809,0.247,0.187,0.204,0.712,0.95,246,117,0.789,0.432,0.68,0.588,0.286,0.833,0.55,0.28
116,tcp,private,S0,50376,45014,1,0,3,10,5,0,2,0,0,5,2,2,2,0,0,1,404,466,0.815,0.822,0.936,0.749,0.18,0.638,0.087,133,67,0.919,0.926,0.976,0.431,0.247,0.638,0.411,0.843
43,udp,private,S0,58716,32223,1,2,1,9,2,1,14,0,1,10,10,0,1,0,0,1,342,391,0.846,0.828,0.711,0.439,0.134,0.801,0.675,238,4,0.738,0.218,0.452,0.546,0.365,0.94,0.152,0.849
497,udp,smtp,RSTR,50417,1808,0,0,1,20,3,0,10,0,0,2,3,1,0,0,0,1,155,270,0.668,0.864,0.344,0.89,0.775,0.73,0.175,117,206,0.627,0.663,0.453,0.945,0.804,0.886,0.64,0.947
70,udp,smtp,SF,42066,33547,0,3,0,0,2,1,0,0,0,12,5,0,4,0,0,0,341,125,0.129,0.074,0.998,0.173,0.756,0.001,0.216,132,215,0.53,0.689,0.197,0.758,0.507,0.522,0.997,0.499
282,tcp,private,RSTR,52670,25913,0,3,1,15,2,0,0,0,1,8,1,0,3,0,0,1,498,332,0.565,0.929,0.368,0.33,0.985,0.701,0.742,22,157,0.267,0.616,0.462,0.896,0.604,0.658,0.364,0.997
271,udp,private,S0,658,11664,0,1,0,21,4,0,10,1,1,12,3,0,3,0,0,1,349,353,0.834,0.918,0.046,0.875,0.042,0.115,0.843,60,229,0.565,0.362,0.116,0.895,0.624,0.904,0.087,0.304
22,udp,smtp,S0,3271,28668,1,2,1,7,2,1,15,0,0,9,3,2,1,0,0,0,488,133,0.144,0.05,0.123,0.744,0.798,0.077,0.884,89,234,0.814,0.012,0.62,0.401,0.264,0.094,0.453,0.234
352,udp,http,SF,1910,30190,0,2,0,28,3,1,4,0,0,14,6,1,3,0,0,1,436,388,0.935,0.154,0.341,0.757,0.527,0.046,0.757,252,63,0.384,0.079,0.497,0.507,0.863,0.571,0.383,0.172
371,icmp,smtp,S1,8912,3734,1,0,3,10,5,0,13,0,1,14,0,1,1,0,0,1,61,98,0.649,0.189,0.663,0.649,0.201,0.469,0.056,121,85,0.32,0.424,0.149,0.864,0.177,0.476,0.97,0.171
264,udp,private,S1,30757,436,1,2,2,23,0,0,14,1,0,20,7,2,2,0,0,1,433,269,0.448,0.76,0.458,0.013,0.984,0.882,0.627,186,19,0.615,0.154,0.569,0.203,0.614,0.791,0.849,0.086
