duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
401,tcp,private,S1,21298,57589,0,1,1,18,3,1,0,1,1,10,2,2,4,0,0,1,203,381,0.129,0.116,0.066,0.68,0.975,0.087,0.897,169,1,0.453,0.193,0.573,0.583,0.087,0.263,0.4,0.926,normal
496,icmp,private,S0,24786,30023,1,2,2,19,4,0,12,1,1,12,0,2,1,0,0,0,350,330,0.899,0.894,0.709,0.793,0.347,0.104,0.289,116,171,0.005,0.269,0.887,0.252,0.155,0.607,0.852,0.155,neptune
74,udp,ftp_data,S0,6472,56219,0,2,1,20,0,1,6,0,0,7,4,1,1,0,0,0,233,168,0.064,0.03,0.591,0.365,0.869,0.059,0.015,189,53,0.235,0.474,0.024,0.314,0.736,0.323,0.965,0.318,normal
309,icmp,domain_u,SF,44152,41470,0,3,1,25,1,1,8,1,0,11,4,0,1,0,0,0,166,155,0.046,0.069,0.545,0.964,0.87,0.084,0.398,139,35,0.57,0.645,0.902,0.255,0.772,0.688,0.174,0.512,normal
497,tcp,smtp,S1,5588,27998,0,2,2,19,5,0,3,1,1,7,6,1,0,0,0,1,112,472,0.517,0.434,0.787,0.414,0.692,0.849,0.082,26,110,0.826,0.319,0.241,0.453,0.02,0.752,0.793,0.831,guess_passwd
247,udp,eco_i,REJ,266,27368,1,1,0,5,0,1,9,0,1,14,2,2,3,0,0,1,505,73,0.145,0.002,0.555,0.17,0.912,0.023,0.978,166,97,0.889,0.552,0.885,0.452,0.743,0.936,0.385,0.258,normal
126,icmp,eco_i,REJ,57476,7909,1,2,2,25,0,1,12,0,1,3,4,2,1,0,0,1,26,117,0.603,0.466,0.588,0.477,0.281,0.528,0.606,162,15,0.582,0.089,0.13,0.934,0.752,0.617,0.392,0.409,satan
59,icmp,ftp_data,S0,13770,9736,1,3,1,9,1,1,11,0,1,14,6,0,4,0,0,1,263,477,0.129,0.145,0.576,0.142,0.737,0.151,0.27,125,178,0.407,0.421,0.177,0.497,0.077,0.812,0.965,0.437,normal
473,tcp,smtp,REJ,24202,52873,0,3,2,16,5,1,8,1,0,1,9,2,3,0,0,0,267,171,0.005,0.06,0.121,0.58,0.937,0.029,0.299,57,22,0.312,0.566,0.119,0.159,0.071,0.252,0.722,0.979,normal
133,icmp,smtp,RSTR,2162,20266,0,2,1,23,2,0,14,0,0,11,4,1,3,0,0,1,479,417,0.8,0.231,0.965,0.789,0.659,0.442,0.812,126,83,0.077,0.645,0.583,0.395,0.656,0.767,0.966,0.098,guess_passwd
52,tcp,private,RSTR,23760,47604,0,2,0,22,5,1,15,0,0,4,2,0,4,0,0,0,422,163,0.048,0.036,0.618,0.004,0.802,0.139,0.064,189,24,0.304,0.257,0.674,0.846,0.176,0.572,0.708,0.999,normal
245,icmp,domain_u,REJ,46022,50461,1,2,3,17,2,1,4,1,0,6,3,0,4,0,0,1,453,374,0.039,0.087,0.571,0.042,0.681,0.128,0.792,144,36,0.295,0.208,0.118,0.795,0.406,0.771,0.255,0.858,normal
349,udp,http,RSTR,31721,48449,0,1,2,22,5,1,1,1,0,4,1,2,4,0,0,0,48,411,0.023,0.131,0.434,0.188,0.967,0.111,0.528,97,119,0.991,0.666,0.113,0.085,0.806,0.027,0.802,0.929,normal
465,icmp,eco_i,RSTR,410,50485,0,2,3,19,2,0,11,1,1,8,10,0,0,0,0,0,179,150,0.91,0.451,0.564,0.391,0.592,0.538,0.492,79,207,0.017,0.157,0.502,0.262,0.623,0.058,0.07,0.634,satan
318,tcp,eco_i,S0,44229,23934,1,1,3,19,1,1,7,0,0,12,7,0,1,0,0,0,471,267,0.109,0.111,0.986,0.82,0.611,0.0,0.67,220,46,0.692,0.576,0.391,0.616,0.704,0.235,0.557,0.548,normal
347,icmp,ftp_data,REJ,20322,19840,1,2,3,19,4,0,14,1,0,11,1,2,4,0,0,1,8,499,0.189,0.135,0.103,0.652,0.456,0.615,0.055,89,200,0.251,0.897,0.597,0.996,0.241,0.074,0.961,0.209,guess_passwd
67,tcp,ftp_data,RSTR,33305,49934,0,0,1,24,4,1,5,1,1,10,5,0,1,0,0,1,110,238,0.025,0.043,0.763,0.426,0.664,0.171,0.212,180,6,0.797,0.158,0.103,0.387,0.437,0.533,0.611,0.118,normal
287,udp,smtp,REJ,11605,41876,1,3,2,12,1,1,5,1,0,9,4,0,2,0,0,1,187,471,0.054,0.1,0.846,0.755,0.871,0.097,0.979,45,90,0.961,0.935,0.77,0.354,0.428,0.312,0.498,0.418,normal
441,tcp,smtp,RSTR,23943,54502,0,3,3,19,5,1,8,1,0,3,5,2,0,0,0,1,316,71,0.104,0.094,0.413,0.456,0.688,0.141,0.262,246,157,0.5,0.357,0.848,0.545,0.785,0.299,0.397,0.839,normal
16,tcp,ftp_data,REJ,46925,19382,0,3,1,24,3,1,0,0,0,5,2,1,1,0,0,0,95,393,0.775,0.224,0.578,0.581,0.672,0.632,0.812,98,251,0.987,0.842,0.898,0.378,0.324,0.719,0.887,0.294,satan
485,tcp,ftp_data,S1,21548,18074,1,1,2,7,5,1,10,1,0,13,9,1,1,0,0,1,473,391,0.018,0.043,0.34,0.133,0.843,0.048,0.322,34,254,0.007,0.693,0.066,0.09,0.667,0.754,0.458,0.766,normal
312,tcp,smtp,S1,47054,6311,0,2,0,9,5,1,12,0,1,8,0,0,2,0,0,1,188,398,0.048,0.086,0.672,0.291,0.933,0.109,0.089,184,77,0.163,0.676,0.905,0.814,0.876,0.187,0.627,0.949,normal
159,udp,http,REJ,7827,21927,0,0,1,14,2,1,14,0,1,12,10,0,3,0,0,0,465,344,0.069,0.009,0.211,0.365,0.764,0.124,0.263,221,143,0.205,0.848,0.313,0.776,0.36,0.83,0.538,0.16,normal
429,tcp,domain_u,S1,43010,7236,1,3,2,19,0,1,0,0,1,13,1,0,0,0,0,0,365,116,0.139,0.099,0.138,0.923,0.68,0.095,0.993,182,200,0.384,0.11,0.951,0.469,0.704,0.601,0.881,0.562,normal
303,icmp,eco_i,REJ,45397,5572,0,3,3,0,0,1,2,0,0,7,7,2,2,0,0,0,107,104,0.006,0.077,0.275,0.629,0.627,0.135,0.878,196,26,0.145,0.503,0.772,0.416,0.246,0.51,0.759,0.616,normal
480,icmp,http,S1,9287,11865,0,2,2,16,2,1,10,0,1,3,6,1,4,0,0,1,244,58,0.12,0.098,0.291,0.141,0.979,0.045,0.591,4,181,0.782,0.632,0.511,0.164,0.275,0.097,0.044,0.124,normal
252,tcp,private,S0,44300,18072,0,2,0,7,0,1,15,0,1,2,7,0,1,0,0,0,415,302,0.927,0.883,0.501,0.76,0.047,0.628,0.335,40,157,0.956,0.689,0.616,0.553,0.999,0.404,0.081,0.385,neptune
137,tcp,http,S0,646,29953,1,3,2,23,5,1,6,1,0,4,1,2,1,0,0,1,23,325,0.089,0.053,0.271,0.924,0.867,0.144,0.979,226,211,0.58,0.027,0.133,0.563,0.842,0.527,0.509,0.585,normal
180,icmp,domain_u,S0,19316,30552,0,0,2,15,2,1,4,0,1,11,6,0,4,0,0,1,301,1,0.1,0.059,0.326,0.873,0.752,0.173,0.694,93,125,0.309,0.068,0.292,0.318,0.317,0.703,0.512,0.511,normal
128,icmp,ftp_data,SF,15612,5387,1,2,1,2,1,0,7,1,1,10,4,2,1,0,0,0,250,249,0.484,0.999,0.485,0.996,0.738,0.879,0.412,39,42,0.257,0.164,0.317,0.763,0.796,0.717,0.852,0.677,satan
227,udp,ftp_data,SF,19498,59899,0,3,2,6,3,1,1,1,0,5,3,2,4,0,0,1,481,234,0.079,0.042,0.159,0.992,0.995,0.153,0.189,164,118,0.366,0.682,0.546,0.785,0.179,0.415,0.226,0.947,normal
267,icmp,eco_i,S1,22719,50149,0,0,0,25,4,1,5,0,1,7,4,0,0,0,0,1,131,98,0.2,0.918,0.375,0.893,0.319,0.837,0.429,49,73,0.564,0.454,0.099,0.596,0.128,0.013,0.05,0.926,satan
443,tcp,eco_i,SF,1600,40167,0,3,1,3,3,1,7,0,1,7,0,2,4,0,0,1,392,492,0.022,0.128,0.503,0.839,0.828,0.101,0.119,35,22,0.911,0.167,0.496,0.811,0.942,0.432,0.6,0.078,normal
143,tcp,private,S0,19063,42693,1,1,0,14,3,0,11,0,0,2,1,2,3,0,0,1,260,296,0.357,0.426,0.255,0.914,0.931,0.67,0.583,96,71,0.297,0.021,0.144,0.438,0.059,0.665,0.126,0.097,satan
440,tcp,ftp_data,RSTR,26935,49178,1,3,2,16,4,1,6,0,1,6,8,1,2,0,0,0,444,199,0.227,0.047,0.176,0.174,0.805,0.536,0.192,50,252,0.853,0.972,0.33,0.113,0.139,0.664,0.934,0.744,buffer_overflow
185,tcp,domain_u,SF,2428,25139,1,2,1,21,2,1,4,0,1,9,6,1,2,0,0,1,193,114,0.038,0.064,0.092,0.371,0.947,0.149,0.054,99,87,0.225,0.999,0.925,0.889,0.159,0.931,0.441,0.988,normal
199,udp,eco_i,RSTR,4841,32309,1,3,0,8,2,1,5,0,1,5,0,1,4,0,0,1,134,497,0.142,0.01,0.604,0.532,0.771,0.025,0.083,216,242,0.96,0.927,0.04,0.647,0.29,0.751,0.512,0.486,normal
308,udp,ftp_data,S1,24282,12132,0,0,2,8,1,1,0,0,1,0,10,2,2,0,0,0,431,328,0.095,0.067,0.061,0.525,0.906,0.09,0.805,62,87,0.527,0.748,0.892,0.986,0.645,0.95,0.427,0.321,normal
68,icmp,domain_u,REJ,22900,48080,1,1,0,23,2,1,12,0,1,10,6,2,2,0,0,1,454,345,0.066,0.101,0.693,0.922,0.97,0.119,0.431,206,124,0.926,0.763,0.233,0.759,0.107,0.53,0.543,0.404,normal
347,tcp,smtp,S0,59349,56121,0,2,3,15,0,1,14,1,0,6,7,0,0,0,0,0,371,76,0.103,0.003,0.792,0.868,0.715,0.161,0.074,197,144,0.847,0.351,0.056,0.204,0.181,0.563,0.246,0.076,normal
80,tcp,smtp,RSTR,46533,36987,1,0,0,6,3,1,10,0,1,7,2,2,4,0,0,1,21,37,0.146,0.016,0.832,0.885,0.766,0.114,0.485,159,118,0.101,0.264,0.834,0.591,0.552,0.476,0.698,0.476,normal
251,udp,smtp,S0,20285,27117,0,0,0,0,3,1,15,1,0,0,9,2,3,0,0,0,33,263,0.138,0.113,0.676,0.782,0.653,0.023,0.544,97,25,0.003,0.91,0.786,0.811,0.041,0.5,0.829,0.1,normal
21,icmp,private,S0,20881,6278,0,0,0,24,4,0,12,0,1,3,0,1,3,0,0,1,334,451,0.987,0.901,0.04,0.981,0.282,0.305,0.082,206,241,0.777,0.426,0.836,0.559,0.744,0.363,0.567,0.257,neptune
55,udp,domain_u,S0,4123,58867,1,0,1,10,2,1,12,1,1,1,2,2,2,0,0,0,462,367,0.098,0.021,0.964,0.142,0.686,0.193,0.637,13,85,0.695,0.948,0.618,0.971,0.002,0.88,0.294,0.968,normal
322,tcp,eco_i,RSTR,20994,18840,1,3,0,21,1,1,0,0,0,12,1,2,1,0,0,0,8,121,0.092,0.035,0.45,0.832,0.879,0.183,0.307,227,43,0.178,0.746,0.555,0.499,0.195,0.062,0.921,0.898,normal
290,udp,domain_u,S0,24795,2073,0,3,2,19,4,1,1,1,1,3,6,1,4,0,0,1,443,132,0.087,0.095,0.638,0.849,0.67,0.182,0.344,119,184,0.947,0.245,0.815,0.633,0.111,0.198,0.167,0.502,normal
412,tcp,ftp_data,S0,30699,50299,1,3,2,8,5,1,4,1,1,9,6,2,2,0,0,1,322,141,0.147,0.02,0.73,0.72,0.7,0.158,0.3,99,107,0.326,0.851,0.965,0.294,0.899,0.201,0.99,0.172,normal
198,tcp,ftp_data,REJ,27343,33731,0,1,3,11,3,1,9,0,0,7,9,2,0,0,0,0,104,120,0.023,0.01,0.397,0.792,0.697,0.055,0.457,249,3,0.099,0.311,0.089,0.925,0.356,0.772,0.108,0.38,normal
236,tcp,private,S1,57363,47344,1,2,0,18,0,1,6,1,1,0,5,1,4,0,0,0,62,447,0.043,0.067,0.656,0.604,0.765,0.038,0.644,219,68,0.295,0.015,0.139,0.488,0.138,0.014,0.375,0.397,normal
195,icmp,smtp,S0,56590,12954,0,3,3,13,5,1,3,0,1,7,1,2,0,0,0,1,174,118,0.057,0.017,0.853,0.861,0.976,0.101,0.266,251,247,0.186,0.721,0.292,0.592,0.031,0.376,0.995,0.257,normal
211,icmp,smtp,SF,32585,19691,0,2,2,1,2,1,15,1,0,9,7,1,1,0,0,1,411,422,0.045,0.089,0.817,0.458,0.76,0.022,0.543,48,237,0.798,0.34,0.692,0.026,0.651,0.28,0.122,0.009,normal
164,udp,ftp_data,S1,52442,18334,1,1,0,23,2,1,12,1,0,13,9,0,1,0,0,0,291,174,0.801,0.926,0.305,0.008,0.746,0.834,0.431,89,189,0.351,0.195,0.335,0.659,0.866,0.369,0.693,0.454,satan
368,udp,private,S1,55068,32079,0,0,1,3,5,1,2,1,1,3,7,0,1,0,0,1,286,101,0.032,0.134,0.832,0.632,0.868,0.136,0.429,80,80,0.22,0.495,0.548,0.07,0.932,0.231,0.951,0.884,normal
275,tcp,private,REJ,58759,50545,0,2,3,5,5,1,6,1,1,6,10,0,0,0,0,1,43,393,0.104,0.066,0.616,0.933,0.978,0.189,0.722,122,143,0.293,0.667,0.472,0.331,0.314,0.397,0.44,0.137,normal
303,udp,domain_u,S1,6805,44831,0,2,3,16,2,1,9,0,1,9,9,0,1,0,0,0,393,464,0.025,0.103,0.757,0.708,0.896,0.11,0.17,192,216,0.125,0.518,0.393,0.693,0.785,0.716,0.75,0.409,normal
218,tcp,private,SF,53683,23206,1,0,1,22,0,1,7,1,0,9,8,1,2,0,0,1,158,473,0.87,0.03,0.347,0.292,0.337,0.751,0.358,116,189,0.489,0.92,0.121,0.889,0.899,0.822,0.748,0.791,satan
361,udp,private,S0,28413,12900,0,2,3,23,2,1,12,1,0,14,0,0,2,0,0,0,398,495,0.996,0.899,0.045,0.387,0.641,0.357,0.516,93,183,0.148,0.082,0.047,0.513,0.41,0.346,0.847,0.209,neptune
32,icmp,private,REJ,11838,44072,1,0,2,6,4,1,9,0,1,12,0,0,0,0,0,0,283,338,0.686,0.008,0.725,0.106,0.632,0.977,0.621,152,56,0.711,0.582,0.641,0.477,0.566,0.506,0.576,0.22,satan
49,udp,private,SF,55552,34388,0,3,2,14,3,1,3,0,1,14,10,1,1,0,0,0,211,68,0.092,0.121,0.334,0.686,0.96,0.114,0.107,204,253,0.834,0.872,0.337,0.749,0.487,0.489,0.078,0.083,normal
346,udp,ftp_data,RSTR,27965,52435,0,2,2,19,1,1,13,1,0,2,8,0,2,0,0,1,386,450,0.05,0.028,0.11,0.214,0.713,0.002,0.096,85,65,0.535,0.194,0.172,0.093,0.738,0.945,0.287,0.234,normal
225,icmp,domain_u,S1,21349,29219,1,2,3,22,2,1,8,0,0,15,3,2,4,0,0,0,55,389,0.099,0.048,0.326,0.543,0.767,0.113,0.821,231,200,0.351,0.218,0.065,0.066,0.31,0.665,0.373,0.545,normal
251,icmp,ftp_data,S1,51721,17464,1,3,3,2,1,1,2,0,1,7,10,2,1,0,0,1,443,426,0.095,0.13,0.777,0.827,0.957,0.047,0.977,159,242,0.446,0.839,0.367,0.764,0.949,0.773,0.877,0.818,normal
232,udp,eco_i,RSTR,16772,20407,0,0,2,21,4,1,7,1,0,13,0,0,2,0,0,0,319,377,0.246,0.737,0.511,0.477,0.684,0.92,0.486,176,187,0.921,0.816,0.915,0.211,0.664,0.437,0.395,0.901,buffer_overflow
239,icmp,domain_u,S1,34468,35986,1,2,3,19,5,1,14,1,0,3,4,2,0,0,0,1,470,493,0.11,0.031,0.067,0.868,0.653,0.099,0.708,241,46,0.8,0.639,0.571,0.354,0.021,0.86,0.963,0.723,normal
438,udp,domain_u,S1,27895,35520,1,1,0,0,1,1,12,1,0,7,0,1,1,0,0,1,49,50,0.129,0.011,0.734,0.998,0.612,0.054,0.807,56,87,0.178,0.563,0.6,0.476,0.053,0.712,0.63,0.57,normal
84,icmp,eco_i,S1,49490,47087,1,0,2,19,2,0,15,0,1,12,2,2,4,0,0,1,211,252,0.377,0.114,0.637,0.857,0.335,0.631,0.404,18,255,0.281,0.227,0.851,0.344,0.197,0.665,0.512,0.191,buffer_overflow
392,tcp,http,S1,21742,37812,0,2,0,24,0,1,8,0,1,1,3,1,2,0,0,0,453,125,0.132,0.091,0.218,0.205,0.971,0.163,0.063,227,161,0.44,0.802,0.572,0.482,0.826,0.162,0.075,0.48,normal
492,udp,private,S0,42060,39957,0,0,0,3,3,0,15,1,0,2,5,0,3,0,0,1,401,400,0.834,0.818,0.567,0.236,0.225,0.274,0.06,222,187,0.934,0.587,0.816,0.622,0.42,0.644,0.633,0.092,neptune
474,tcp,domain_u,REJ,45227,34818,1,3,1,24,1,1,11,1,1,3,10,1,0,0,0,0,34,295,0.116,0.11,0.854,0.656,0.722,0.037,0.38,191,123,0.001,0.863,0.981,0.637,0.001,0.171,0.439,0.862,normal
358,udp,ftp_data,SF,696,14379,1,0,3,25,2,1,10,1,0,13,8,2,2,0,0,1,357,140,0.118,0.043,0.178,0.21,0.794,0.139,0.553,239,104,0.501,0.026,0.685,0.47,0.372,0.988,0.793,0.531,normal
296,udp,ftp_data,SF,9392,17082,1,2,1,0,4,1,7,0,0,5,5,1,2,0,0,0,133,39,0.064,0.027,0.306,0.239,0.923,0.051,0.003,72,215,0.906,0.37,0.739,0.644,0.232,0.286,0.57,0.659,normal
77,tcp,ftp_data,S1,52786,44587,0,3,0,1,0,1,8,1,1,8,1,2,3,0,0,0,307,309,0.119,0.078,0.603,0.658,0.916,0.03,0.224,204,157,0.766,0.246,0.196,0.196,0.446,0.43,0.512,0.552,normal
445,udp,ftp_data,S1,47180,28421,0,3,2,5,5,1,7,1,0,15,10,2,4,0,0,0,246,279,0.093,0.053,0.632,0.133,0.816,0.093,0.377,133,66,0.924,0.597,0.03,0.197,0.209,0.289,0.594,0.838,normal
94,tcp,domain_u,RSTR,35035,5778,0,3,3,14,3,1,12,1,0,20,1,2,0,0,0,0,184,334,0.576,0.265,0.43,0.95,0.574,0.569,0.217,93,56,0.692,0.281,0.669,0.158,0.256,0.388,0.055,0.235,buffer_overflow
274,udp,http,S1,17940,51113,0,3,3,2,1,1,9,0,1,7,5,1,1,0,0,1,240,207,0.131,0.001,0.348,0.765,0.832,0.162,0.523,9,3,0.465,0.553,0.677,0.299,0.227,0.648,0.695,0.525,normal
82,udp,smtp,S1,51388,45696,1,2,0,10,5,0,0,1,1,7,5,2,4,0,0,1,192,140,0.226,0.287,0.795,0.235,0.382,0.294,0.565,26,184,0.061,0.499,0.918,0.605,0.445,0.142,0.161,0.698,guess_passwd
121,tcp,private,S0,2237,686,0,3,0,4,3,1,1,1,1,15,6,2,4,0,0,0,306,403,0.922,0.954,0.108,0.358,0.871,0.377,0.594,3,30,0.931,0.516,0.873,0.155,0.957,0.037,0.342,0.006,neptune
271,tcp,private,REJ,57974,22701,0,1,1,8,2,1,11,1,1,5,3,0,1,0,0,0,156,381,0.049,0.137,0.309,0.767,0.793,0.07,0.572,96,168,0.085,0.447,0.564,0.199,0.938,0.238,0.079,0.434,normal
362,udp,private,S0,4270,853,1,1,3,3,5,0,4,1,1,1,8,2,0,0,0,0,360,301,0.956,0.837,0.376,0.795,0.229,0.53,0.069,81,34,0.545,0.889,0.805,0.583,0.758,0.889,0.397,0.505,neptune
257,udp,ftp_data,SF,23538,3102,1,3,0,17,1,1,3,0,1,1,4,2,4,0,0,1,382,271,0.096,0.141,0.613,0.552,0.875,0.075,0.961,153,224,0.242,0.944,0.83,0.353,0.308,0.069,0.771,0.904,normal
18,udp,smtp,RSTR,22036,26156,1,1,1,0,5,1,11,1,0,9,4,2,3,0,0,0,185,6,0.125,0.128,0.89,0.78,0.858,0.139,0.335,107,102,0.628,0.86,0.433,0.055,0.985,0.36,0.985,0.618,normal
108,udp,smtp,S1,54137,52718,1,1,0,19,2,1,8,0,1,4,9,2,0,0,0,0,167,446,0.101,0.034,0.767,0.567,0.632,0.015,0.847,152,32,0.027,0.456,0.907,0.272,0.071,0.764,0.87,0.187,normal
331,tcp,private,S0,27297,49932,0,1,3,14,1,0,7,0,0,7,1,1,2,0,0,0,308,491,0.932,0.867,0.013,0.309,0.217,0.196,0.882,132,114,0.264,0.153,0.364,0.32,0.964,0.907,0.393,0.76,neptune
464,tcp,http,REJ,36448,37733,1,1,0,10,3,1,1,0,1,8,3,2,4,0,0,1,233,277,0.147,0.126,0.961,0.454,0.982,0.054,0.274,238,186,0.92,0.799,0.88,0.98,0.871,0.114,0.67,0.843,normal
174,icmp,eco_i,S1,16550,7243,1,0,0,0,3,1,13,0,1,12,6,2,4,0,0,1,149,439,0.12,0.035,0.235,0.874,0.921,0.02,0.931,128,109,0.434,0.604,0.889,0.618,0.046,0.663,0.276,0.923,normal
497,tcp,domain_u,RSTR,17653,33447,1,0,3,3,2,1,5,0,1,6,5,2,0,0,0,1,385,106,0.118,0.067,0.082,0.2,0.899,0.045,0.431,209,28,0.946,0.897,0.164,0.507,0.475,0.297,0.456,0.83,normal
390,icmp,private,S0,24920,4990,1,1,1,11,4,1,8,0,0,6,10,2,2,0,0,1,362,489,0.858,0.83,0.274,0.865,0.195,0.477,0.575,108,27,0.746,0.347,0.342,0.485,0.572,0.849,0.385,0.507,neptune
161,icmp,http,S1,17085,21872,1,0,1,9,0,1,4,1,0,9,8,1,0,0,0,0,493,219,0.092,0.041,0.451,0.891,0.976,0.022,0.607,31,78,0.306,0.212,0.245,0.689,0.35,0.179,0.096,0.359,normal
451,udp,private,S0,31066,14935,0,3,3,16,2,0,2,0,1,2,10,1,4,0,0,0,398,440,0.807,0.974,0.374,0.642,0.657,0.299,0.345,80,150,0.358,0.28,0.857,0.652,0.327,0.775,0.543,0.857,neptune
432,udp,domain_u,SF,56947,33912,0,2,1,16,4,1,12,1,0,14,2,0,0,0,0,0,234,476,0.032,0.004,0.937,0.275,0.797,0.165,0.663,97,172,0.003,0.358,0.724,0.674,0.615,0.512,0.839,0.479,normal
85,tcp,domain_u,S0,13548,51260,1,1,3,19,2,1,8,0,0,12,0,1,4,0,0,0,134,238,0.127,0.014,0.843,0.164,0.871,0.069,0.366,151,53,0.052,0.794,0.761,0.861,0.961,0.563,0.889,0.769,normal
215,udp,private,S0,3882,41514,1,0,0,19,4,1,5,1,1,0,5,0,2,0,0,0,59,470,0.006,0.019,0.791,0.608,0.901,0.115,0.434,108,80,0.717,0.973,0.978,0.156,0.361,0.289,0.826,0.428,normal
104,tcp,smtp,REJ,23592,55766,1,1,2,18,2,1,5,0,1,2,10,1,2,0,0,1,165,91,0.068,0.032,0.458,0.398,0.894,0.016,0.846,208,132,0.673,0.618,0.333,0.436,0.536,0.428,0.408,0.347,normal
329,tcp,ftp_data,S0,49818,45863,1,2,1,20,5,1,5,0,1,9,8,0,2,0,0,1,347,398,0.051,0.037,0.454,0.564,0.902,0.035,0.618,227,134,0.971,0.562,0.127,0.151,0.868,0.215,0.623,0.192,normal
348,tcp,domain_u,S0,18777,51757,1,3,0,25,3,1,8,1,0,11,7,1,3,0,0,0,9,280,0.083,0.137,0.039,0.213,0.639,0.195,0.103,36,54,0.582,0.961,0.107,0.097,0.813,0.596,0.224,0.191,normal
211,udp,smtp,S0,48747,48924,0,0,2,8,4,0,15,0,1,1,4,1,0,0,0,1,251,279,0.862,0.494,0.5,0.032,0.83,0.078,0.125,91,195,0.606,0.208,0.423,0.299,0.196,0.175,0.686,0.19,guess_passwd
98,icmp,http,S0,47006,25355,0,0,0,10,3,1,14,0,0,6,8,0,2,0,0,1,175,174,0.08,0.076,0.939,0.73,0.991,0.12,0.63,2,226,0.182,0.215,0.43,0.022,0.676,0.233,0.623,0.76,normal
223,udp,eco_i,S1,32469,37288,1,1,0,18,5,1,9,1,1,12,1,0,1,0,0,0,307,357,0.116,0.089,0.289,0.362,0.761,0.193,0.327,195,102,0.906,0.899,0.921,0.211,0.204,0.166,0.474,0.131,normal
426,icmp,private,S1,48894,17601,0,0,0,12,1,1,1,1,1,2,4,2,4,0,0,1,432,237,0.062,0.084,0.403,0.364,0.852,0.198,0.078,88,91,0.439,0.066,0.045,0.205,0.055,0.661,0.144,0.331,normal
231,icmp,private,S0,39839,12389,1,2,1,8,1,0,3,1,1,10,2,2,0,0,0,0,329,381,0.825,0.993,0.433,0.424,0.643,0.761,0.757,230,132,0.107,0.045,0.273,0.653,0.873,0.721,0.728,0.619,neptune
403,udp,private,S0,3904,36592,1,0,0,22,1,1,15,1,0,12,3,1,2,0,0,0,416,372,0.942,0.855,0.452,0.32,0.267,0.219,0.575,221,46,0.285,0.212,0.928,0.398,0.847,0.126,0.026,0.954,neptune
270,tcp,smtp,RSTR,42686,22113,0,3,3,16,1,1,3,0,0,4,4,1,3,0,0,0,480,133,0.012,0.07,0.537,0.605,0.86,0.047,0.608,216,120,0.587,0.015,0.435,0.247,0.867,0.102,0.831,0.318,normal
458,tcp,eco_i,REJ,13356,15679,1,3,0,17,3,1,9,0,1,15,5,2,3,0,0,0,394,189,0.029,0.136,0.138,0.685,0.628,0.02,0.025,52,237,0.869,0.337,0.383,0.913,0.416,0.445,0.251,0.901,normal
312,udp,smtp,S0,19049,35349,1,1,1,13,5,1,6,0,1,9,3,0,4,0,0,0,511,106,0.013,0.139,0.311,0.568,0.73,0.037,0.381,88,51,0.859,0.709,0.432,0.088,0.401,0.419,0.907,0.196,normal
451,tcp,private,S0,21307,45019,0,2,2,23,1,1,6,1,1,11,7,1,2,0,0,0,417,428,0.841,0.977,0.607,0.0,0.683,0.294,0.955,74,23,0.144,0.93,0.945,0.738,0.076,0.281,0.156,0.261,neptune
204,udp,http,SF,12899,9289,1,0,1,20,2,1,8,0,0,11,2,1,4,0,0,1,103,421,0.065,0.099,0.167,0.933,0.756,0.126,0.874,243,243,0.262,0.313,0.285,0.388,0.418,0.648,0.768,0.611,normal
209,udp,ftp_data,S1,46481,12745,0,0,1,6,5,0,15,0,0,14,0,0,3,0,0,1,62,309,0.567,0.071,0.857,0.283,0.094,0.54,0.12,189,118,0.355,0.951,0.975,0.739,0.796,0.545,0.583,0.326,guess_passwd
430,udp,smtp,S0,10334,32881,1,2,3,2,2,1,0,1,1,2,10,1,4,0,0,0,318,451,0.111,0.123,0.953,0.452,0.984,0.147,0.505,204,227,0.043,0.568,0.191,0.814,0.878,0.223,0.736,0.956,normal
108,tcp,ftp_data,RSTR,1606,54487,0,1,2,20,4,1,3,0,0,1,7,0,1,0,0,0,24,405,0.124,0.069,0.553,0.223,0.663,0.11,0.359,28,179,0.12,0.241,0.765,0.62,0.497,0.741,0.919,0.244,normal
125,udp,smtp,S0,25657,503,1,1,1,18,3,1,10,0,1,8,10,1,4,0,0,1,174,236,0.089,0.012,0.403,0.82,0.683,0.152,0.676,250,217,0.557,0.299,0.566,0.626,0.588,0.703,0.141,0.173,normal
299,tcp,eco_i,S0,7840,18977,0,0,0,22,5,1,13,0,0,0,10,1,0,0,0,1,386,488,0.114,0.017,0.053,0.282,0.914,0.017,0.441,212,216,0.591,0.57,0.887,0.965,0.142,0.52,0.976,0.65,normal
